Date,Open,High,Low,Close,Adj Close,Volume
2019-09-12,90.24,92.43,86.98,90.28,89.67,35975814
2019-09-13,90.26,93.48,89.33,91.89,91.36,95937316
2019-09-16,90.22,91.87,91.15,91.27,90.57,117737268
2019-09-17,91.85,94.08,93.43,93.64,92.89,37064465
2019-09-18,94.78,97.36,92.75,95.28,94.36,61760726
2019-09-19,94.98,98.57,93.51,95.14,94.8,26805995
2019-09-20,91.08,93.68,92.08,92.41,91.73,41302821
2019-09-23,87.35,90.17,84.12,87.6,86.77,67181184
2019-09-24,85.1,88.59,85.67,86.32,85.66,21397955
2019-09-25,88.84,92.32,88.82,89.0,88.82,71102450
2019-09-26,89.31,92.7,86.49,89.75,89.62,48013358
2019-09-27,85.59,87.88,83.05,85.93,85.49,116254498
2019-09-30,84.84,88.81,86.4,86.54,86.03,83062742
2019-10-01,87.72,90.94,86.17,87.79,87.77,68427738
2019-10-02,84.69,86.52,81.8,85.16,84.48,56574011
2019-10-03,84.51,86.82,83.16,85.7,85.03,96204633
2019-10-04,85.67,86.0,84.07,85.96,85.35,91759155
2019-10-07,81.42,85.34,81.6,82.61,81.93,74650878
2019-10-08,83.85,86.75,83.16,84.06,83.54,44427527
2019-10-09,84.6,86.49,86.11,86.13,86.05,55146495
2019-10-10,89.3,91.9,87.27,89.83,89.48,61821034
2019-10-11,92.73,95.33,91.86,93.59,93.04,65976783
2019-10-14,87.92,89.97,87.87,89.54,89.48,34061279
2019-10-15,85.73,90.46,84.98,87.05,86.22,60066756
2019-10-16,87.3,89.82,86.1,89.06,88.36,38995155
2019-10-17,90.13,91.35,91.02,91.1,90.7,35644301
2019-10-18,91.9,95.42,92.65,93.2,92.84,43183099
2019-10-21,105.38,109.37,104.1,106.23,105.21,59993951
2019-10-22,107.36,109.03,107.16,108.89,108.24,26969369
2019-10-23,112.17,116.76,110.24,113.76,113.36,69503854
2019-10-24,117.52,120.65,115.97,118.13,117.77,75137733
2019-10-25,119.1,121.91,119.93,121.41,120.97,42938234
2019-10-28,120.45,121.51,118.34,120.68,119.86,28877241
2019-10-29,124.12,127.32,124.44,124.49,123.36,98768807
2019-10-30,120.93,123.18,119.85,121.74,121.04,119337266
2019-10-31,120.35,125.89,118.29,121.34,120.28,64975994
2019-11-01,119.63,123.82,118.8,119.89,119.83,93480196
2019-11-04,118.86,125.58,116.82,120.83,120.2,26783564
2019-11-05,128.8,132.58,127.99,131.22,130.32,42866176
2019-11-06,121.42,128.08,120.08,123.3,123.01,69745662
2019-11-07,126.36,129.07,124.0,126.88,126.24,84459700
2019-11-08,118.03,122.02,119.3,120.35,119.52,26629383
2019-11-11,117.98,119.21,116.52,118.97,118.75,89774744
2019-11-12,124.09,124.36,123.08,124.1,123.94,100247719
2019-11-13,124.64,128.46,122.88,125.0,124.59,78792475
2019-11-14,119.75,123.12,117.73,120.91,119.76,38623468
2019-11-15,116.26,119.55,117.58,118.48,117.97,74096258
2019-11-18,121.49,124.89,118.19,121.9,121.61,111546851
2019-11-19,118.43,120.6,115.69,119.39,118.36,115066751
2019-11-20,118.75,123.68,118.49,120.89,119.96,58467326
2019-11-21,119.48,123.44,118.09,121.69,121.55,87474906
2019-11-22,119.3,123.46,114.78,119.52,118.35,75865043
2019-11-25,128.24,133.33,127.27,129.09,128.77,52968430
2019-11-26,132.15,135.13,130.01,132.6,131.9,60005838
2019-11-27,123.56,125.6,121.11,123.86,123.17,106150461
2019-11-28,124.22,127.11,125.12,125.29,124.05,103052276
2019-11-29,121.82,126.97,120.9,123.01,122.79,113612588
2019-12-02,125.85,128.97,126.6,127.3,126.49,70149723
2019-12-03,122.7,125.44,120.12,124.4,123.83,62808088
2019-12-04,123.12,124.95,122.38,124.53,124.13,63219177
2019-12-05,126.77,129.73,126.68,127.35,126.97,26910957
2019-12-06,130.8,134.39,129.65,131.85,131.79,68655072
2019-12-09,126.7,131.24,125.54,126.97,126.37,31047853
2019-12-10,124.71,127.23,122.94,126.11,125.35,89612685
2019-12-11,123.67,126.55,120.12,124.65,124.59,84089735
2019-12-12,121.52,126.38,119.77,122.42,121.98,119688896
2019-12-13,129.53,134.9,127.44,130.6,129.68,38969167
2019-12-16,132.31,135.15,132.39,133.1,131.94,94160262
2019-12-17,125.94,130.24,124.02,127.89,127.69,112225230
2019-12-18,131.35,134.25,132.46,132.64,131.79,111315031
2019-12-19,140.6,148.5,142.92,143.16,142.67,68184496
2019-12-20,147.22,149.76,144.56,149.05,148.26,51442302
2019-12-23,140.41,147.16,138.16,141.86,140.72,71256562
2019-12-24,139.2,144.0,139.58,140.17,139.61,37382966
2019-12-25,146.94,150.22,146.89,147.09,145.71,70510988
2019-12-26,143.03,144.37,140.97,144.18,143.33,52146888
2019-12-27,146.39,149.94,143.14,147.14,146.47,44148407
2019-12-30,150.36,154.34,148.98,151.86,151.0,91345207
2019-12-31,146.62,148.65,145.86,147.7,147.33,106740494
2020-01-01,145.38,152.02,143.83,148.13,147.88,96593848
2020-01-02,130.09,137.19,130.67,132.06,131.76,64343097
2020-01-03,126.36,130.87,123.13,127.99,126.76,49979042
2020-01-06,126.15,131.15,122.65,127.5,126.47,102955872
2020-01-07,120.23,122.91,119.56,122.57,122.0,89905039
2020-01-08,127.94,132.35,126.81,130.18,130.1,95054087
2020-01-09,122.52,124.9,120.92,124.32,124.11,58177319
2020-01-10,122.95,126.04,120.52,123.02,122.83,107545328
2020-01-13,122.54,128.86,120.83,124.2,123.33,26166197
2020-01-14,129.73,134.56,126.85,131.09,130.34,115742454
2020-01-15,123.15,125.54,121.7,125.16,124.5,78953485
2020-01-16,129.86,132.74,130.75,130.88,129.78,87946740
2020-01-17,129.69,134.48,128.48,131.58,130.31,31437533
2020-01-20,125.69,129.78,124.88,127.72,127.65,51519028
2020-01-21,129.16,134.77,128.21,130.42,129.43,106675610
2020-01-22,129.35,136.28,131.89,131.98,130.98,95621550
2020-01-23,127.29,133.05,125.93,129.87,128.68,78760015
2020-01-24,128.79,132.78,129.16,130.83,130.74,85561989
2020-01-27,127.22,131.04,128.25,129.72,129.17,27835958
2020-01-28,128.55,131.44,128.83,130.89,130.45,25923808
2020-01-29,132.8,136.49,129.67,134.58,134.46,116848171
2020-01-30,142.16,145.08,140.88,142.72,141.79,22950161
2020-01-31,136.08,140.96,132.11,137.25,136.73,46198027
2020-02-03,146.74,152.08,145.79,148.18,146.76,110862995
2020-02-04,136.84,139.19,137.35,138.8,137.67,83790892
2020-02-05,138.57,140.95,134.38,138.76,138.53,26725311
2020-02-06,140.59,143.34,141.41,142.31,141.98,30771386
2020-02-07,141.78,145.33,138.82,144.42,143.48,94780252
2020-02-10,140.9,146.69,141.1,141.99,141.11,109577437
2020-02-11,139.16,141.91,138.61,141.67,141.01,117497817
2020-02-12,138.1,142.28,135.55,139.93,138.53,116949525
2020-02-13,136.39,138.68,132.98,137.75,136.7,23017721
2020-02-14,142.17,147.54,142.26,142.53,141.4,100406830
2020-02-17,143.55,148.25,139.64,145.02,143.93,92761884
2020-02-18,141.38,143.55,137.67,142.23,141.95,32974549
2020-02-19,147.4,150.38,143.57,147.42,146.36,111286316
2020-02-20,147.14,154.12,147.47,149.74,148.53,91551995
2020-02-21,152.51,160.68,151.93,154.75,153.98,112519944
2020-02-24,157.02,160.34,153.38,158.94,158.73,76967191
2020-02-25,153.33,160.62,150.71,155.12,153.94,37187491
2020-02-26,151.05,158.56,148.2,152.85,151.44,27887372
2020-02-27,157.33,163.4,152.66,157.62,156.61,38606426
2020-02-28,160.84,165.88,157.96,161.77,161.36,87702955
2020-03-02,161.19,166.55,160.54,162.46,161.73,70403172
2020-03-03,161.68,166.58,158.81,163.94,163.64,80287687
2020-03-04,171.48,177.27,167.73,172.09,172.02,79596260
2020-03-05,169.24,172.99,165.26,169.39,169.04,97472232
2020-03-06,172.86,178.18,173.32,173.48,172.79,75117261
2020-03-09,169.66,176.09,172.81,173.12,172.24,97258300
2020-03-10,171.41,177.72,171.29,172.67,171.01,63113447
2020-03-11,176.75,186.11,174.7,180.17,180.14,35614708
2020-03-12,183.51,187.37,179.34,186.28,185.13,24631004
2020-03-13,188.89,198.92,187.25,192.51,190.88,47058432
2020-03-16,200.67,206.64,196.34,202.27,201.6,59700211
2020-03-17,202.15,210.3,199.41,203.43,201.97,108421025
2020-03-18,205.59,212.91,207.44,209.3,208.43,107169367
2020-03-19,205.52,211.23,206.9,208.08,207.22,81403808
2020-03-20,209.18,219.22,210.17,211.48,210.31,79668870
2020-03-23,208.9,213.7,206.15,211.57,211.22,115659456
2020-03-24,209.6,220.55,210.68,213.35,211.78,35482856
2020-03-25,216.32,223.1,212.84,218.86,217.65,98352363
2020-03-26,212.63,218.08,205.66,213.69,212.7,118263346
2020-03-27,226.12,233.24,227.65,230.4,229.62,84308318
2020-03-30,219.33,228.56,214.59,223.44,222.96,109071055
2020-03-31,212.28,217.86,209.98,215.06,213.76,34945225
2020-04-01,224.6,225.21,218.83,224.86,224.06,58097141
2020-04-02,230.67,234.74,229.36,232.21,230.24,34403194
2020-04-03,236.92,238.51,236.22,238.45,238.29,82611642
2020-04-06,241.75,254.46,238.06,244.88,243.37,44561413
2020-04-07,244.0,255.5,244.15,246.0,245.33,21762204
2020-04-08,234.77,243.3,232.75,239.51,237.16,117059600
2020-04-09,239.58,248.37,236.0,241.34,239.42,30448244
2020-04-10,236.42,240.11,234.24,236.83,235.62,90489659
2020-04-13,244.18,252.7,243.07,246.09,245.79,61631125
2020-04-14,245.44,253.99,245.94,246.06,244.9,48707964
2020-04-15,238.85,249.28,232.74,240.18,240.01,91640400
2020-04-16,234.48,242.5,235.46,238.68,237.45,58978098
2020-04-17,242.85,250.94,239.52,243.32,242.08,82657162
2020-04-20,235.25,242.28,238.92,239.73,237.62,77737030
2020-04-21,231.85,243.3,226.13,234.03,233.57,22278569
2020-04-22,233.13,237.44,234.85,237.2,235.41,93640998
2020-04-23,235.67,246.22,236.27,240.42,240.18,49278276
2020-04-24,234.62,243.62,230.47,237.36,237.15,29459247
2020-04-27,231.32,241.09,229.7,234.63,234.5,53147260
2020-04-28,235.27,238.85,231.38,237.71,236.57,99108152
2020-04-29,224.93,235.37,223.03,226.85,226.12,82887188
2020-04-30,212.66,218.38,215.85,216.81,216.33,93227089
2020-05-01,208.71,217.73,208.78,212.44,210.59,78012770
2020-05-04,210.05,213.81,208.8,211.92,211.07,105111699
2020-05-05,212.45,217.93,211.14,215.28,213.2,74660622
2020-05-06,226.25,232.45,218.85,227.48,226.34,30496324
2020-05-07,233.8,239.37,228.22,235.44,233.45,48029388
2020-05-08,234.57,236.81,230.52,235.3,233.38,83666354
2020-05-11,234.87,237.94,229.8,236.32,234.82,107548747
2020-05-12,226.6,233.04,221.71,229.21,227.91,97906493
2020-05-13,228.7,237.18,225.64,230.21,229.34,74087798
2020-05-14,225.71,237.26,222.83,229.03,226.91,22203092
2020-05-15,229.53,233.54,225.85,232.76,231.6,41948964
2020-05-18,226.23,230.76,222.32,227.19,225.33,106569605
2020-05-19,229.88,233.38,224.39,232.45,231.46,80310982
2020-05-20,245.1,246.25,245.38,246.09,245.2,46486809
2020-05-21,245.5,252.9,245.08,246.38,245.29,100881129
2020-05-22,250.36,257.13,248.14,251.08,250.42,116655343
2020-05-25,257.97,260.08,249.16,258.4,256.68,63578375
2020-05-26,253.15,258.45,253.76,256.06,255.46,48402632
2020-05-27,255.82,259.6,257.36,259.35,257.88,20456195
2020-05-28,258.58,269.47,258.34,260.76,259.41,91621140
2020-05-29,259.65,273.21,253.64,262.96,262.03,63623911
2020-06-01,255.11,258.55,253.5,257.16,254.64,34196710
2020-06-02,257.14,261.05,256.95,258.66,257.77,24973198
2020-06-03,262.81,273.65,259.99,264.46,263.45,97446900
2020-06-04,275.73,289.57,275.27,279.22,277.29,84493474
2020-06-05,285.16,294.86,283.71,289.99,287.34,21528362
2020-06-08,309.72,313.92,307.38,313.29,310.44,46194344
2020-06-09,301.19,306.93,294.61,306.45,306.21,82136612
2020-06-10,316.63,324.62,312.75,317.33,316.34,63316408
2020-06-11,316.76,326.0,309.17,320.96,318.16,68943534
2020-06-12,341.29,347.56,339.31,347.16,344.93,107587419
2020-06-15,332.47,346.99,329.49,339.08,337.7,68320828
2020-06-16,328.47,330.96,324.79,330.81,330.27,37658253
2020-06-17,323.16,335.77,314.24,325.52,322.41,73957955
2020-06-18,298.95,306.66,299.21,302.95,300.64,98898740
2020-06-19,293.34,299.37,296.44,298.89,298.56,28643155
2020-06-22,288.99,299.32,282.65,292.44,289.54,85964577
2020-06-23,291.37,300.14,284.86,295.44,293.08,33379659
2020-06-24,298.51,312.15,290.18,300.45,300.33,43378784
2020-06-25,319.15,328.69,320.11,321.69,320.45,39145619
2020-06-26,329.76,337.68,327.7,334.0,331.53,97060804
2020-06-29,323.77,338.25,321.91,328.92,325.85,31065829
2020-06-30,320.14,323.7,308.78,320.22,317.11,118832157
2020-07-01,323.77,339.18,322.75,327.34,324.87,86927703
2020-07-02,311.89,318.55,312.19,313.85,313.48,32479210
2020-07-03,329.77,342.92,333.23,335.54,333.58,24650215
2020-07-06,347.46,351.78,345.82,351.07,350.09,119019782
2020-07-07,340.31,352.98,334.22,347.06,346.78,118049827
2020-07-08,324.74,338.9,316.34,327.98,326.04,78554917
2020-07-09,344.91,356.28,332.03,345.16,342.37,34410703
2020-07-10,341.25,348.61,335.25,345.51,343.84,113611059
2020-07-13,355.24,365.48,349.68,362.2,361.87,111545230
2020-07-14,334.65,352.42,331.16,341.26,340.59,28412054
2020-07-15,329.34,345.83,325.22,333.42,330.31,76356235
2020-07-16,327.23,334.09,332.06,332.82,331.8,113492444
2020-07-17,326.2,338.69,327.51,332.7,331.28,28332715
2020-07-20,325.2,331.2,324.63,326.79,326.49,22625263
2020-07-21,329.65,344.87,329.4,333.26,330.34,55796110
2020-07-22,315.59,321.21,308.78,320.14,318.65,115031132
2020-07-23,317.27,320.59,314.55,317.91,317.53,78925418
2020-07-24,312.98,328.2,309.37,318.61,316.73,119682685
2020-07-27,323.42,324.37,319.04,323.71,322.03,34577200
2020-07-28,326.59,337.65,322.4,331.13,328.05,49826324
2020-07-29,316.72,323.04,317.4,317.43,315.14,66409998
2020-07-30,297.37,303.76,290.92,299.75,297.73,22203087
2020-07-31,311.47,317.48,303.54,312.55,312.38,39729934
2020-08-03,315.47,322.26,314.69,315.57,313.31,75283945
2020-08-04,302.31,308.65,294.71,306.67,305.02,49861571
2020-08-05,322.45,330.08,318.78,322.7,321.64,114625818
2020-08-06,319.41,333.78,319.81,323.36,320.65,50029270
2020-08-07,331.93,346.28,333.86,336.06,334.33,87485788
2020-08-10,331.75,338.26,335.85,336.19,335.31,53942120
2020-08-11,356.46,361.91,359.41,359.76,359.28,81333812
2020-08-12,374.69,385.23,366.89,381.14,379.72,76426547
2020-08-13,373.69,382.51,374.37,377.06,375.81,116289086
2020-08-14,385.56,395.49,383.62,389.13,385.73,49441143
2020-08-17,395.25,407.94,391.54,397.14,396.92,66362419
2020-08-18,413.99,416.31,400.89,415.37,411.77,90998890
2020-08-19,396.03,401.07,394.91,400.51,399.61,69355818
2020-08-20,403.62,415.75,409.04,409.33,406.32,66314118
2020-08-21,417.39,435.48,422.18,423.67,423.39,91667572
2020-08-24,390.36,399.82,387.85,396.75,395.64,74925225
2020-08-25,372.37,389.26,364.95,379.52,378.59,101917187
2020-08-26,347.05,355.32,342.7,351.67,348.92,28940164
2020-08-27,342.59,359.98,345.25,347.66,345.72,65788106
2020-08-28,355.45,368.43,351.44,355.69,354.33,82634238
2020-08-31,370.37,378.12,365.6,373.68,372.82,85034971
2020-09-01,369.02,377.34,359.77,373.9,370.55,98041423
2020-09-02,391.16,400.96,385.43,394.47,394.32,47866664
2020-09-03,368.18,378.23,366.67,374.63,374.22,74822389
2020-09-04,347.63,360.99,350.54,351.54,348.97,99279069
2020-09-07,347.54,361.73,345.13,350.16,349.54,44124291
2020-09-08,350.54,363.7,344.41,354.16,352.45,67891710
2020-09-09,348.83,364.69,346.35,353.05,351.15,99798785
2020-09-10,326.76,331.99,314.59,326.8,324.56,94358466
2020-09-11,324.34,327.15,324.76,325.12,323.76,51619220
2020-09-14,307.3,318.77,301.7,309.63,308.79,97358789
2020-09-15,313.55,320.83,309.66,316.27,314.41,111745578
2020-09-16,317.26,328.27,311.45,319.69,318.5,90015732
2020-09-17,303.61,311.88,304.62,308.54,307.61,91167825
2020-09-18,298.71,303.35,298.28,302.37,301.5,33220459
2020-09-21,284.98,302.1,287.25,290.56,287.81,23246532
